id,user_id,amount,transaction_type,description,merchant,category,transaction_date,is_anomaly,anomaly_score,anomaly_reason
70981663-ad93-4a95-81db-2795ab4abb4d,c3851e2c-c2b4-46fa-b7f8-08a72ca4d7e7,85.11,expense,EXXONMOBIL 3847 GAS STATION,EXXONMOBIL 3847,Transportation,2023-01-14,False,0.0,
83a7dc6c-89fc-4911-99c4-bf21895c44e7,bf1b3ee0-40ab-4de3-ae8f-cf84ea04368d,70.49,expense,PG&E BILL PAY SERVICE,PG&E BILL PAY,Utilities & Bills,2023-01-14,False,0.0,
8bb6e6ca-6c0a-4468-b37c-2230d6f778ba,bf1b3ee0-40ab-4de3-ae8f-cf84ea04368d,206.46,expense,KOHL'S #3847 MART,KOHL'S #3847,Shopping,2023-01-14,False,0.0,
286f0ffb-9d02-4b7c-b11b-975a1dde6db8,bf1b3ee0-40ab-4de3-ae8f-cf84ea04368d,179.74,expense,RING HOME SEC AUTO PAY,RING HOME SEC,Utilities & Bills,2023-01-14,False,0.0,
f7d60bf9-117b-4b9d-9d04-f037d040fa12,c3851e2c-c2b4-46fa-b7f8-08a72ca4d7e7,164.9,expense,RITE AID #3847 CLINIC,RITE AID #3847,Healthcare,2023-01-14,False,0.0,
8bc084a7-bbb4-44f3-b69b-a65ba012f1a3,c3851e2c-c2b4-46fa-b7f8-08a72ca4d7e7,34.58,expense,ENTERPRISE RENT-A-CAR TRANSIT,ENTERPRISE RENT-A-CAR,Transportation,2023-01-14,False,0.0,
4282cce3-453c-4fe2-9a7b-efadf27c8f48,c3851e2c-c2b4-46fa-b7f8-08a72ca4d7e7,47.47,expense,NJ Transit TOLL,NJ Transit,Transportation,2023-01-14,False,0.0,
c5da87a8-3b69-461d-864b-f2909a7ddd50,bf1b3ee0-40ab-4de3-ae8f-cf84ea04368d,57.32,expense,NYC PARKING METER PARKING,NYC PARKING METER,Transportation,2023-01-14,False,0.0,
e37fc9b6-7fac-4794-9daf-c04f096375c2,bf1b3ee0-40ab-4de3-ae8f-cf84ea04368d,203.99,expense,MACY'S #3847 PICKUP,MACY'S #3847,Shopping,2023-01-14,False,0.0,
6bca95db-3621-4130-a963-1f8f31ae1611,c3851e2c-c2b4-46fa-b7f8-08a72ca4d7e7,57.41,expense,GOOGLE ONE STORAGE BILL PAY,GOOGLE ONE STORAGE,Utilities & Bills,2023-01-14,False,0.0,
3d98ca7b-df1d-42ac-a0b0-a3284c18e525,c3851e2c-c2b4-46fa-b7f8-08a72ca4d7e7,125.31,expense,CHICK-FIL-A #3847 DELIVERY,CHICK-FIL-A #3847,Food & Dining,2023-01-14,False,0.0,
7124af79-24e2-46f2-9ad7-af4fb172d228,c3851e2c-c2b4-46fa-b7f8-08a72ca4d7e7,152.79,expense,GOOGLE ONE STORAGE MONTHLY,GOOGLE ONE STORAGE,Utilities & Bills,2023-01-14,False,0.0,
6fb780ad-fa14-498b-b0c1-f3738821d712,c3851e2c-c2b4-46fa-b7f8-08a72ca4d7e7,264.76,expense,SPROUTS FRMKT #384 PRODUCE,SPROUTS FRMKT #384,Groceries,2023-01-16,False,0.0,
e623901c-3568-4445-9b68-a6f456e959d0,c3851e2c-c2b4-46fa-b7f8-08a72ca4d7e7,572.09,expense,SOUTHWEST AIR HOTEL,SOUTHWEST AIR,Travel,2023-01-16,False,0.0,
6c569555-fcc6-4d26-8b14-2730c4a5e9bc,c3851e2c-c2b4-46fa-b7f8-08a72ca4d7e7,122.23,expense,AMAZON PRIME*RTX849 STORE,AMAZON PRIME*RTX849,Shopping,2023-01-16,False,0.0,
5a8a52c7-e6cf-4eee-8883-0b4290b1a257,c3851e2c-c2b4-46fa-b7f8-08a72ca4d7e7,498.69,expense,MACY'S #3847 ONLINE,MACY'S #3847,Shopping,2023-01-16,False,0.0,
3b63b6a7-9388-4e22-acd5-908487156e42,c3851e2c-c2b4-46fa-b7f8-08a72ca4d7e7,31.86,expense,AMTRAK Auto Train TRANSIT,AMTRAK Auto Train,Transportation,2023-01-16,False,0.0,
4b6fff4e-6a25-4982-a400-2c307b740147,c3851e2c-c2b4-46fa-b7f8-08a72ca4d7e7,49.29,expense,E-ZPASS REPLENISH TOLL,E-ZPASS REPLENISH,Transportation,2023-01-16,False,0.0,
c433b83d-2e97-4e4f-bc78-1ec7149318c9,c3851e2c-c2b4-46fa-b7f8-08a72ca4d7e7,179.53,expense,COSTCO PHARMACY #3847 PRESCRIPTION,COSTCO PHARMACY #3847,Healthcare,2023-01-16,False,0.0,
2259d820-e3be-49bf-aaa8-5f6d46047951,bf1b3ee0-40ab-4de3-ae8f-cf84ea04368d,24.01,expense,UBER TRIP RIDE SHARE,UBER TRIP,Transportation,2023-01-17,False,0.0,
ac68b57a-c7a9-4e54-8f17-d5447dd2b09b,bf1b3ee0-40ab-4de3-ae8f-cf84ea04368d,218.79,expense,EBAY*PRODLISTING SHIP,EBAY*PRODLISTING,Shopping,2023-01-17,False,0.0,
059d408e-412b-42f0-9443-122bc9dd37dd,bf1b3ee0-40ab-4de3-ae8f-cf84ea04368d,118.87,expense,REGAL CINEMAS #3847 EVENT,REGAL CINEMAS #3847,Entertainment,2023-01-17,False,0.0,
c392e0bf-e001-485a-bde6-fc5252e1da74,bf1b3ee0-40ab-4de3-ae8f-cf84ea04368d,11.3,expense,OLIVE GARDEN SNACK,OLIVE GARDEN,Food & Dining,2023-01-17,False,0.0,
ebd85d8d-2614-4dee-b46f-e6b75a687f29,bf1b3ee0-40ab-4de3-ae8f-cf84ea04368d,45.01,expense,MTA MetroCard GAS STATION,MTA MetroCard,Transportation,2023-01-17,False,0.0,
83fd070c-5cf7-4888-aa04-102ab3ec5620,bf1b3ee0-40ab-4de3-ae8f-cf84ea04368d,404.21,expense,ETSYSHOPIFY PICKUP,ETSYSHOPIFY,Shopping,2023-01-17,False,0.0,
388da211-bf37-4c33-ac75-59223492091f,fbca936e-33ce-42ca-a278-37b8145af503,213.81,expense,SKILLSHARE SUB TRAINING,SKILLSHARE SUB,Education,2023-01-19,False,0.0,
fe0f178b-4417-4b43-8815-e31dc0dcbe51,39d05467-29e8-42d7-ab58-973c7aa4ece5,57.84,expense,SPECTRUM INTERNET SUBSCRIPTION,SPECTRUM INTERNET,Utilities & Bills,2023-01-19,False,0.0,
3e3815e9-98dc-47d8-ab02-d2416265d273,39d05467-29e8-42d7-ab58-973c7aa4ece5,144.8,expense,AMC THEATRES #3847 EVENT,AMC THEATRES #3847,Entertainment,2023-01-19,False,0.0,
027413a6-5fca-4017-94e3-301c21f4e5ad,39d05467-29e8-42d7-ab58-973c7aa4ece5,38.41,expense,LOCAL PIZZA JOINT LUNCH,LOCAL PIZZA JOINT,Food & Dining,2023-01-19,False,0.0,
eb45191d-a0b1-43c5-b3e2-c04566d0d43a,fbca936e-33ce-42ca-a278-37b8145af503,118.39,expense,ETSYSHOPIFY ONLINE,ETSYSHOPIFY,Shopping,2023-01-19,False,0.0,
b6cefb2b-abd2-4f45-b670-05cd267897c0,e3637d58-8269-4b57-84a9-1c468859e9f2,333.07,expense,SEPHORA #3847 PICKUP,SEPHORA #3847,Shopping,2023-01-19,False,0.0,
866c6b2e-cbd1-4d7a-a907-3a026ce01e9f,e3637d58-8269-4b57-84a9-1c468859e9f2,64.75,expense,UBER EATS TAKEOUT,UBER EATS,Food & Dining,2023-01-19,False,0.0,
1c93b3b5-55c7-4452-aeb2-2f2716e43442,e3637d58-8269-4b57-84a9-1c468859e9f2,975.11,expense,URBN HOTEL GROUP HOTEL,URBN HOTEL GROUP,Travel,2023-01-19,False,0.0,
920c2afb-0cae-4cf9-8179-befc5ae1de73,e3637d58-8269-4b57-84a9-1c468859e9f2,8.93,expense,APPLEBEE'S #3847 COFFEE,APPLEBEE'S #3847,Food & Dining,2023-01-23,False,0.0,
ece3833e-58c3-4243-9297-f576e36ec64c,e3637d58-8269-4b57-84a9-1c468859e9f2,41.16,expense,NJ Transit GAS STATION,NJ Transit,Transportation,2023-01-23,False,0.0,
e9f5e67e-a781-49e8-8ec7-22adf8fee695,e3637d58-8269-4b57-84a9-1c468859e9f2,131.53,expense,CITY DENTAL GROUP LAB,CITY DENTAL GROUP,Healthcare,2023-01-23,False,0.0,
2efd15a1-5130-49b6-97f9-981fe47fcbea,e3637d58-8269-4b57-84a9-1c468859e9f2,198.79,expense,WHOLE FOODS MKT PRODUCE,WHOLE FOODS MKT,Groceries,2023-01-23,False,0.0,
8a2803e6-a8c2-4e85-beaf-e8e0b4f7f4c3,e3637d58-8269-4b57-84a9-1c468859e9f2,42.11,expense,EXXONMOBIL 3847 TOLL,EXXONMOBIL 3847,Transportation,2023-01-23,False,0.0,
7543e719-9821-40a4-a009-0302712528f0,e3637d58-8269-4b57-84a9-1c468859e9f2,22.65,expense,Waffle House #847 SNACK,Waffle House #847,Food & Dining,2023-01-23,False,0.0,
7d9dfb6d-885f-4e05-8c1b-efc5f0d87e76,e3637d58-8269-4b57-84a9-1c468859e9f2,7.18,expense,RED LOBSTER #3847 COFFEE,RED LOBSTER #3847,Food & Dining,2023-01-23,False,0.0,
d111b03b-c54f-46e8-92b3-72d14321aa51,bf1b3ee0-40ab-4de3-ae8f-cf84ea04368d,180.29,expense,FOOD LION #3847 GROCERY,FOOD LION #3847,Groceries,2023-01-24,False,0.0,
6963451a-99a4-4217-9638-f73d35e132a8,bf1b3ee0-40ab-4de3-ae8f-cf84ea04368d,1653.5,expense,UNITED AIRLINES RESORT,UNITED AIRLINES,Travel,2023-01-24,False,0.0,
eff47020-802b-4cec-b80a-77a96fef2698,bf1b3ee0-40ab-4de3-ae8f-cf84ea04368d,325.39,expense,Bed Bath&Beyond #3847 PICKUP,Bed Bath&Beyond #3847,Shopping,2023-01-24,False,0.0,
030600c5-3e46-4cae-9bbf-3fb87be4c55d,bf1b3ee0-40ab-4de3-ae8f-cf84ea04368d,229.85,expense,ADT SECURE HOME MONTHLY,ADT SECURE HOME,Utilities & Bills,2023-01-24,False,0.0,
ae8d5d32-9946-4d17-9163-dcc4d2d37783,bf1b3ee0-40ab-4de3-ae8f-cf84ea04368d,79.85,expense,BBQ SMOKEHOUSE 42 DELIVERY,BBQ SMOKEHOUSE 42,Food & Dining,2023-01-24,False,0.0,
0848bc54-22f9-499f-bb2d-60376e952f00,bf1b3ee0-40ab-4de3-ae8f-cf84ea04368d,90.19,expense,BP CONNECT #384 PARKING,BP CONNECT #384,Transportation,2023-01-24,False,0.0,
ad964c2f-6c6e-477b-a552-d287fcd0bea0,bf1b3ee0-40ab-4de3-ae8f-cf84ea04368d,30.03,expense,DUNKIN #88432 TAKEOUT,DUNKIN #88432,Food & Dining,2023-01-24,False,0.0,
d4b2cfd3-74fa-4f69-b47c-2098104d67bc,bf1b3ee0-40ab-4de3-ae8f-cf84ea04368d,48.8,expense,TRADER JOE'S #47 PRODUCE,TRADER JOE'S #47,Groceries,2023-01-24,False,0.0,
a3001050-16b0-4952-bcab-7e6e8a543925,39d05467-29e8-42d7-ab58-973c7aa4ece5,173.53,expense,LABCORP #3847 PRESCRIPTION,LABCORP #3847,Healthcare,2023-01-25,False,0.0,
1a8ebecc-6ca8-4053-8747-79cd57082ba1,39d05467-29e8-42d7-ab58-973c7aa4ece5,146.04,expense,TICKETMASTER*CONCERT EVENT,TICKETMASTER*CONCERT,Entertainment,2023-01-25,False,0.0,
c23ab26d-d1b9-4b9b-98b5-3db5485952a6,39d05467-29e8-42d7-ab58-973c7aa4ece5,90.26,expense,UBER TRIP TRANSIT,UBER TRIP,Transportation,2023-01-25,False,0.0,
5855ac54-db14-4a45-813e-819b1b880ea7,c3851e2c-c2b4-46fa-b7f8-08a72ca4d7e7,69.58,expense,DOORDASH DINNER,DOORDASH,Food & Dining,2023-01-26,False,0.0,
45832e48-7626-407a-87eb-fd197d7f300f,c3851e2c-c2b4-46fa-b7f8-08a72ca4d7e7,157.17,expense,DROPBOX PRO AUTO PAY,DROPBOX PRO,Utilities & Bills,2023-01-26,False,0.0,
2d0f8c96-ef7c-4529-b8b0-cafc22baf3a9,c3851e2c-c2b4-46fa-b7f8-08a72ca4d7e7,269.27,expense,HOME DEPOT #3847 MART,HOME DEPOT #3847,Shopping,2023-01-26,False,0.0,
7b215561-4a28-417f-bbea-02f87d16473e,c3851e2c-c2b4-46fa-b7f8-08a72ca4d7e7,343.34,expense,COURSERA CERT COURSE,COURSERA CERT,Education,2023-01-26,False,0.0,
234cbb94-ddd9-40c2-b39c-6115d30900c4,c3851e2c-c2b4-46fa-b7f8-08a72ca4d7e7,192.7,expense,ADT SECURE HOME BILL PAY,ADT SECURE HOME,Utilities & Bills,2023-01-26,False,0.0,
75a9f309-bde4-41ef-ac0e-93ba08899458,fbca936e-33ce-42ca-a278-37b8145af503,240.55,expense,WATER UTILITY CITY BILL PAY,WATER UTILITY CITY,Utilities & Bills,2023-01-27,False,0.0,
dc6b8367-49b1-46bf-b02e-ea478189cbad,fbca936e-33ce-42ca-a278-37b8145af503,38.43,expense,SAFEWAY STORE #1847 TAKEOUT,SAFEWAY STORE #1847,Food & Dining,2023-01-27,False,0.0,
6d92e0e3-5a31-4bd3-9bf2-b2a9a9d51ed3,fbca936e-33ce-42ca-a278-37b8145af503,248.87,expense,PLANNED PARENTHOOD PHARMACY,PLANNED PARENTHOOD,Healthcare,2023-01-27,False,0.0,
5f4ebd1e-68aa-401d-81de-89eb9f46d028,fbca936e-33ce-42ca-a278-37b8145af503,117.04,expense,ADIDAS ONLINE MART,ADIDAS ONLINE,Shopping,2023-01-27,False,0.0,
3aba7574-fb87-46ed-86ee-b781b8b8c939,bf1b3ee0-40ab-4de3-ae8f-cf84ea04368d,6533.99,income,PAYROLL DIRECT DEP - PAYCHECK,PAYROLL DIRECT DEP,Salary/Income,2023-02-01,False,0.0,
2cb7998f-af8a-41bc-a06e-411a325c8f60,39d05467-29e8-42d7-ab58-973c7aa4ece5,4058.13,income,PAYROLL DIRECT DEP - PAYROLL,PAYROLL DIRECT DEP,Salary/Income,2023-02-01,False,0.0,
2538adda-31c6-4e4d-8b90-8e52a481cdce,e3637d58-8269-4b57-84a9-1c468859e9f2,3852.7,income,PAYROLL DIRECT DEP - PAYROLL,ACH PAYROLL DEP,Salary/Income,2023-02-01,False,0.0,
cd9acc06-a50b-4809-8264-1c6dd095d83d,fbca936e-33ce-42ca-a278-37b8145af503,4037.25,income,PAYROLL DIRECT DEP - MONTHLY SALARY,PAYROLL DIRECT DEP,Salary/Income,2023-02-01,False,0.0,
340845ec-4999-4423-9720-3cf3d5e00ba6,c3851e2c-c2b4-46fa-b7f8-08a72ca4d7e7,5822.4,income,PAYROLL DIRECT DEP - PAYROLL,ACH PAYROLL DEP,Salary/Income,2023-02-01,False,0.0,
208451c3-18bf-4679-bd0a-3feed2835711,bf1b3ee0-40ab-4de3-ae8f-cf84ea04368d,229.71,expense,PLANNED PARENTHOOD VISIT,PLANNED PARENTHOOD,Healthcare,2023-02-02,False,0.0,
d17e70f3-663e-44a6-b2df-c257d9a1f020,bf1b3ee0-40ab-4de3-ae8f-cf84ea04368d,39.63,expense,MTA MetroCard RIDE SHARE,MTA MetroCard,Transportation,2023-02-02,False,0.0,
6176d35a-2da4-4c59-bebf-1ece88e9603f,bf1b3ee0-40ab-4de3-ae8f-cf84ea04368d,129.12,expense,PG&E BILL PAY SUBSCRIPTION,PG&E BILL PAY,Utilities & Bills,2023-02-02,False,0.0,
5798630c-7678-4f07-9615-3f8efa52dfe6,fbca936e-33ce-42ca-a278-37b8145af503,291.91,expense,SAFEWAY STORE #1847 SUPERMARKET,SAFEWAY STORE #1847,Groceries,2023-02-03,False,0.0,
5daa9aa4-187c-4fe0-81d1-72b77507c285,fbca936e-33ce-42ca-a278-37b8145af503,1827.11,expense,EXPEDIA HOTELS FLIGHT,EXPEDIA HOTELS,Travel,2023-02-03,False,0.0,
e98a8e4d-0333-4877-97d2-0b5ff4957bee,fbca936e-33ce-42ca-a278-37b8145af503,91.88,expense,CINEMARK #3847 SUBSCRIPTION,CINEMARK #3847,Entertainment,2023-02-03,True,0.6288,unusual_merchant_pattern
511e0613-1091-4aec-9b30-2ec077cb97c5,fbca936e-33ce-42ca-a278-37b8145af503,40.48,expense,SHELL OIL 47 GAS STATION,SHELL OIL 47,Transportation,2023-02-03,True,0.6122,unusual_merchant_pattern
b013af31-3a0b-4b59-8bf8-999e3a9bfa7b,fbca936e-33ce-42ca-a278-37b8145af503,253.16,expense,COSTCO WHSE #3847 MARKET,COSTCO WHSE #3847,Groceries,2023-02-03,False,0.0,
