id,user_id,amount,transaction_type,description,merchant,category,transaction_date,is_anomaly,anomaly_score,anomaly_reason
75781408-21de-4a8f-9a2e-f71548f6448d,cb94a036-ec68-4276-9893-fe2cf6e8564f,133.72,expense,COSTCO WHSE #3847 PRODUCE,COSTCO WHSE #3847,Groceries,2023-01-05,False,0.0,
81b9d9d1-9d34-4b03-af6c-149644afc535,cb94a036-ec68-4276-9893-fe2cf6e8564f,150.94,expense,CFA INSTITUTE COURSE,CFA INSTITUTE,Education,2023-01-05,True,0.6315,high_frequency_transaction
c06ae1b4-4f56-4ff6-9e1c-3ab3b77ef6ed,cb94a036-ec68-4276-9893-fe2cf6e8564f,18.7,expense,WHOLE FOODS MKT PRODUCE,WHOLE FOODS MKT,Groceries,2023-01-05,False,0.0,
8ec67874-0307-4b5a-8e6d-9b4fc45a0707,85e39c2a-17ed-4916-8c78-940a07a95da9,61.35,expense,KROGER #384 TAKEOUT,KROGER #384,Food & Dining,2023-01-06,False,0.0,
90a12850-f3c8-4e64-ad03-61ec182b5579,85e39c2a-17ed-4916-8c78-940a07a95da9,1343.83,expense,KAYAK BOOKING BOOKING,KAYAK BOOKING,Travel,2023-01-06,False,0.0,
e681ce3d-0202-4300-a6d5-57386550ff95,fa4cd353-74d0-4f3a-9305-2f805e58d947,112.1,expense,UBER EATS SNACK,UBER EATS,Food & Dining,2023-01-07,False,0.0,
5bf29acb-7b3d-4c07-8f36-226fca5afe86,fa4cd353-74d0-4f3a-9305-2f805e58d947,52.91,expense,PG&E BILL PAY BILL PAY,PG&E BILL PAY,Utilities & Bills,2023-01-07,False,0.0,
08e60326-4d1b-45e7-b843-e8d7b9ea4a94,fa4cd353-74d0-4f3a-9305-2f805e58d947,72.39,expense,LYFT RIDE PARKING,LYFT RIDE,Transportation,2023-01-07,False,0.0,
f3e91c81-59c8-4ce0-8670-87b191e6593e,fa4cd353-74d0-4f3a-9305-2f805e58d947,24.8,expense,TACO BELL #2948 TAKEOUT,TACO BELL #2948,Food & Dining,2023-01-07,False,0.0,
f21a59e6-e202-44af-bc78-04d846b18cba,fa4cd353-74d0-4f3a-9305-2f805e58d947,349.82,expense,BARNES&NOBLE ONLINE TUITION,BARNES&NOBLE ONLINE,Education,2023-01-07,False,0.0,
8809845c-eef3-426a-aec8-48d4296119c1,fa4cd353-74d0-4f3a-9305-2f805e58d947,133.63,expense,MCDONALD'S F3849 COFFEE,MCDONALD'S F3849,Food & Dining,2023-01-07,False,0.0,
7706b76d-6ca1-45eb-8919-e848218f62ec,fa4cd353-74d0-4f3a-9305-2f805e58d947,1765.27,expense,EXPEDIA HOTELS BOOKING,EXPEDIA HOTELS,Travel,2023-01-07,False,0.0,
fea6f1e0-b13d-4aeb-8139-1843b87ec7b4,fa4cd353-74d0-4f3a-9305-2f805e58d947,224.94,expense,APPLE.COM/BILL MART,APPLE.COM/BILL,Shopping,2023-01-07,False,0.0,
fbd20a00-d978-4c91-8dad-148c7e6d03af,cb94a036-ec68-4276-9893-fe2cf6e8564f,58.23,expense,PUBLIX #3847 DINNER,PUBLIX #3847,Food & Dining,2023-01-10,False,0.0,
a1a0c3ad-3a44-4606-a7dd-44cf55ff6978,cb94a036-ec68-4276-9893-fe2cf6e8564f,29.2,expense,Denny's #3847 LUNCH,Denny's #3847,Food & Dining,2023-01-10,False,0.0,
1508c961-667b-4201-9b29-643986073ed8,cb94a036-ec68-4276-9893-fe2cf6e8564f,1250.44,expense,HOLIDAY INN EXPRESS FLIGHT,HOLIDAY INN EXPRESS,Travel,2023-01-10,False,0.0,
20685d33-b101-4cd6-94af-bca07581579a,cb94a036-ec68-4276-9893-fe2cf6e8564f,112.28,expense,DICE.FM CONCERT SUBSCRIPTION,DICE.FM CONCERT,Entertainment,2023-01-10,False,0.0,
952d34ae-469f-40e9-a871-744b4126ec40,cb94a036-ec68-4276-9893-fe2cf6e8564f,267.44,expense,BOOKS AMAZON BOOKS,BOOKS AMAZON,Education,2023-01-10,False,0.0,
48f54288-f270-4e2a-a8c7-5abdda482715,5628f116-e4cc-4717-9878-da285211f425,32.6,expense,TRADER JOE'S #47 SUPERMARKET,TRADER JOE'S #47,Groceries,2023-01-10,False,0.0,
5d97ddfd-594d-435f-8642-25402ef7a71f,cb94a036-ec68-4276-9893-fe2cf6e8564f,71.33,expense,PARK 'N FLY PARKING,PARK 'N FLY,Transportation,2023-01-10,False,0.0,
d93cf03c-1226-43cf-98e3-ed4e23a19dfc,5628f116-e4cc-4717-9878-da285211f425,1521.74,expense,HOLIDAY INN EXPRESS BOOKING,HOLIDAY INN EXPRESS,Travel,2023-01-10,False,0.0,
6edafbaf-e551-4af3-b556-45ed419c72b2,5628f116-e4cc-4717-9878-da285211f425,168.19,expense,HAGGEN FOODS #3847 MARKET,HAGGEN FOODS #3847,Groceries,2023-01-10,False,0.0,
25bde5ba-1ca8-411b-afc0-7436399d1aa9,5628f116-e4cc-4717-9878-da285211f425,778.57,expense,HILTON WORLDWIDE AIRBNB,HILTON WORLDWIDE,Travel,2023-01-10,False,0.0,
065e45e7-0475-4a51-8e8f-a512c5611d87,5628f116-e4cc-4717-9878-da285211f425,58.95,expense,AMTRAK Auto Train TOLL,AMTRAK Auto Train,Transportation,2023-01-10,False,0.0,
1fd092b0-6ca1-475f-859e-23d938a4c165,5628f116-e4cc-4717-9878-da285211f425,214.09,expense,PLANNED PARENTHOOD PHARMACY,PLANNED PARENTHOOD,Healthcare,2023-01-10,False,0.0,
7946db44-67ed-4b2d-a9d5-2efab2d5d888,fa4cd353-74d0-4f3a-9305-2f805e58d947,100.01,expense,ZOOM PRO SUBSCRIPTION MONTHLY,ZOOM PRO SUBSCRIPTION,Utilities & Bills,2023-01-12,False,0.0,
21216009-7d0f-4806-92b3-119397b0ed84,fa4cd353-74d0-4f3a-9305-2f805e58d947,154.97,expense,COSTCO PHARMACY #3847 PHARMACY,COSTCO PHARMACY #3847,Healthcare,2023-01-12,False,0.0,
99b1f729-8fbc-464e-a14f-329e4eb6bc5c,fa4cd353-74d0-4f3a-9305-2f805e58d947,118.14,expense,SPROUTS FRMKT #384 SUPERMARKET,SPROUTS FRMKT #384,Groceries,2023-01-12,False,0.0,
a8a3d9ad-9535-4bbf-87fd-1abd99c28d55,fa4cd353-74d0-4f3a-9305-2f805e58d947,44.08,expense,URBAN HEALTH CLINIC PRESCRIPTION,URBAN HEALTH CLINIC,Healthcare,2023-01-12,False,0.0,
952682da-c644-416a-8433-4ebe8131bf82,fa4cd353-74d0-4f3a-9305-2f805e58d947,309.16,expense,APPLE.COM/BILL STORE,APPLE.COM/BILL,Shopping,2023-01-12,False,0.0,
ea5e2af9-e71c-47d3-8fde-d8bd77673c33,85e39c2a-17ed-4916-8c78-940a07a95da9,289.97,expense,COSTCO WHSE #3847 PICKUP,COSTCO WHSE #3847,Shopping,2023-01-14,False,0.0,
b55da1d0-bb53-4a4c-9280-fb13c179c5b2,8e262dfd-e251-4319-8663-f6d54c76b70e,85.11,expense,EXXONMOBIL 3847 GAS STATION,EXXONMOBIL 3847,Transportation,2023-01-14,False,0.0,
3fdb0a66-b219-4657-969a-f642733af5d7,85e39c2a-17ed-4916-8c78-940a07a95da9,70.49,expense,PG&E BILL PAY SERVICE,PG&E BILL PAY,Utilities & Bills,2023-01-14,False,0.0,
6b4f9886-3f31-4d5f-8a99-3fd8862b7dec,85e39c2a-17ed-4916-8c78-940a07a95da9,206.46,expense,KOHL'S #3847 MART,KOHL'S #3847,Shopping,2023-01-14,False,0.0,
fb42b707-3b03-4337-b62b-1f626883bb4c,85e39c2a-17ed-4916-8c78-940a07a95da9,179.74,expense,RING HOME SEC AUTO PAY,RING HOME SEC,Utilities & Bills,2023-01-14,False,0.0,
0ae59522-a2bd-4154-8e15-b13498a860f0,8e262dfd-e251-4319-8663-f6d54c76b70e,164.9,expense,RITE AID #3847 CLINIC,RITE AID #3847,Healthcare,2023-01-14,False,0.0,
7a87659d-623e-47a3-a83f-4a26dab829e8,8e262dfd-e251-4319-8663-f6d54c76b70e,34.58,expense,ENTERPRISE RENT-A-CAR TRANSIT,ENTERPRISE RENT-A-CAR,Transportation,2023-01-14,False,0.0,
a030ee52-f88e-46fd-98a3-fe38c131c7eb,8e262dfd-e251-4319-8663-f6d54c76b70e,47.47,expense,NJ Transit TOLL,NJ Transit,Transportation,2023-01-14,False,0.0,
3cd128a4-a9b8-4141-8c5c-5a5f1f888804,85e39c2a-17ed-4916-8c78-940a07a95da9,57.32,expense,NYC PARKING METER PARKING,NYC PARKING METER,Transportation,2023-01-14,False,0.0,
a1d4477c-72aa-46d0-a686-5a104742088f,85e39c2a-17ed-4916-8c78-940a07a95da9,203.99,expense,MACY'S #3847 PICKUP,MACY'S #3847,Shopping,2023-01-14,False,0.0,
daa7d10d-bb83-4028-918e-37c81d0cfa3c,8e262dfd-e251-4319-8663-f6d54c76b70e,57.41,expense,GOOGLE ONE STORAGE BILL PAY,GOOGLE ONE STORAGE,Utilities & Bills,2023-01-14,False,0.0,
cdf55408-8081-48b1-b23a-80d9215c3092,8e262dfd-e251-4319-8663-f6d54c76b70e,125.31,expense,CHICK-FIL-A #3847 DELIVERY,CHICK-FIL-A #3847,Food & Dining,2023-01-14,False,0.0,
76aa4a88-5d5f-48d8-99c7-be6289b0e80b,8e262dfd-e251-4319-8663-f6d54c76b70e,152.79,expense,GOOGLE ONE STORAGE MONTHLY,GOOGLE ONE STORAGE,Utilities & Bills,2023-01-14,False,0.0,
9710be2d-4756-41c4-a3dc-fc9a37d384b0,8e262dfd-e251-4319-8663-f6d54c76b70e,264.76,expense,SPROUTS FRMKT #384 PRODUCE,SPROUTS FRMKT #384,Groceries,2023-01-16,False,0.0,
0ed1555d-3a09-4421-9b54-432deb4276e0,8e262dfd-e251-4319-8663-f6d54c76b70e,572.09,expense,SOUTHWEST AIR HOTEL,SOUTHWEST AIR,Travel,2023-01-16,False,0.0,
9dbc4b64-01c0-41ad-82d0-dcf65574bc87,8e262dfd-e251-4319-8663-f6d54c76b70e,122.23,expense,AMAZON PRIME*RTX849 STORE,AMAZON PRIME*RTX849,Shopping,2023-01-16,False,0.0,
d6e81ec0-fcea-441a-b026-940a2cbb4e0c,8e262dfd-e251-4319-8663-f6d54c76b70e,498.69,expense,MACY'S #3847 ONLINE,MACY'S #3847,Shopping,2023-01-16,False,0.0,
a009e531-9353-434a-a3ab-4da7f3b00e07,8e262dfd-e251-4319-8663-f6d54c76b70e,31.86,expense,AMTRAK Auto Train TRANSIT,AMTRAK Auto Train,Transportation,2023-01-16,False,0.0,
053c4336-c46e-47a2-89cb-c8e7748cbde3,8e262dfd-e251-4319-8663-f6d54c76b70e,49.29,expense,E-ZPASS REPLENISH TOLL,E-ZPASS REPLENISH,Transportation,2023-01-16,False,0.0,
e4d39f43-be35-4c66-bcec-b43b14053c62,8e262dfd-e251-4319-8663-f6d54c76b70e,179.53,expense,COSTCO PHARMACY #3847 PRESCRIPTION,COSTCO PHARMACY #3847,Healthcare,2023-01-16,False,0.0,
a246f7d3-de3e-4975-b8a7-6bbe91f2baf4,85e39c2a-17ed-4916-8c78-940a07a95da9,24.01,expense,UBER TRIP RIDE SHARE,UBER TRIP,Transportation,2023-01-17,False,0.0,
5bef476c-bfb3-4d1e-9d0d-b397c3a37aba,85e39c2a-17ed-4916-8c78-940a07a95da9,218.79,expense,EBAY*PRODLISTING SHIP,EBAY*PRODLISTING,Shopping,2023-01-17,False,0.0,
1b5d7f3e-b6e2-474d-936f-6d07381b1514,85e39c2a-17ed-4916-8c78-940a07a95da9,118.87,expense,REGAL CINEMAS #3847 EVENT,REGAL CINEMAS #3847,Entertainment,2023-01-17,False,0.0,
abe02331-e5be-40bb-9153-5169c0d561e6,85e39c2a-17ed-4916-8c78-940a07a95da9,11.3,expense,OLIVE GARDEN SNACK,OLIVE GARDEN,Food & Dining,2023-01-17,False,0.0,
20fd9e5e-8f0f-466c-a743-e8ba751d8224,85e39c2a-17ed-4916-8c78-940a07a95da9,45.01,expense,MTA MetroCard GAS STATION,MTA MetroCard,Transportation,2023-01-17,False,0.0,
3a5393fe-f04a-4258-921e-aefd74ad951c,85e39c2a-17ed-4916-8c78-940a07a95da9,404.21,expense,ETSYSHOPIFY PICKUP,ETSYSHOPIFY,Shopping,2023-01-17,False,0.0,
c6217e12-b8a8-4319-8548-ba03395cac79,cb94a036-ec68-4276-9893-fe2cf6e8564f,213.81,expense,SKILLSHARE SUB TRAINING,SKILLSHARE SUB,Education,2023-01-19,False,0.0,
f41be781-5be4-4ddb-859a-c5421b720f6d,5628f116-e4cc-4717-9878-da285211f425,57.84,expense,SPECTRUM INTERNET SUBSCRIPTION,SPECTRUM INTERNET,Utilities & Bills,2023-01-19,False,0.0,
1c360e89-754d-4ff2-871b-229bb236f639,5628f116-e4cc-4717-9878-da285211f425,144.8,expense,AMC THEATRES #3847 EVENT,AMC THEATRES #3847,Entertainment,2023-01-19,False,0.0,
6efb3b90-2122-4397-972e-ba0ae4c48992,5628f116-e4cc-4717-9878-da285211f425,38.41,expense,LOCAL PIZZA JOINT LUNCH,LOCAL PIZZA JOINT,Food & Dining,2023-01-19,False,0.0,
a2ab245d-12da-4490-afd3-47a4a8747081,cb94a036-ec68-4276-9893-fe2cf6e8564f,118.39,expense,ETSYSHOPIFY ONLINE,ETSYSHOPIFY,Shopping,2023-01-19,False,0.0,
0c78914a-ff22-4616-9a86-557e43bf4c73,fa4cd353-74d0-4f3a-9305-2f805e58d947,333.07,expense,SEPHORA #3847 PICKUP,SEPHORA #3847,Shopping,2023-01-19,False,0.0,
08bad4be-ecde-4dbf-8a86-3b9214ab79c3,fa4cd353-74d0-4f3a-9305-2f805e58d947,64.75,expense,UBER EATS TAKEOUT,UBER EATS,Food & Dining,2023-01-19,False,0.0,
f074a5c5-135d-4e2c-b533-ab89992ec617,fa4cd353-74d0-4f3a-9305-2f805e58d947,975.11,expense,URBN HOTEL GROUP HOTEL,URBN HOTEL GROUP,Travel,2023-01-19,False,0.0,
f61e027e-364d-40a1-b521-456d417effaf,fa4cd353-74d0-4f3a-9305-2f805e58d947,8.93,expense,APPLEBEE'S #3847 COFFEE,APPLEBEE'S #3847,Food & Dining,2023-01-23,False,0.0,
46fa9573-d6a1-4d20-a1d0-a4d735a03f29,fa4cd353-74d0-4f3a-9305-2f805e58d947,41.16,expense,NJ Transit GAS STATION,NJ Transit,Transportation,2023-01-23,False,0.0,
9f5a08ba-1476-4209-ac47-ddd1dd9c9eee,fa4cd353-74d0-4f3a-9305-2f805e58d947,131.53,expense,CITY DENTAL GROUP LAB,CITY DENTAL GROUP,Healthcare,2023-01-23,False,0.0,
3cfea331-dca9-4dc4-bbd6-d5c7d49bfa00,fa4cd353-74d0-4f3a-9305-2f805e58d947,198.79,expense,WHOLE FOODS MKT PRODUCE,WHOLE FOODS MKT,Groceries,2023-01-23,False,0.0,
29e9b11a-07b4-4417-9780-9bf5845e7f40,fa4cd353-74d0-4f3a-9305-2f805e58d947,42.11,expense,EXXONMOBIL 3847 TOLL,EXXONMOBIL 3847,Transportation,2023-01-23,False,0.0,
ea19238e-aa2e-4278-b680-bba3fee6bac7,fa4cd353-74d0-4f3a-9305-2f805e58d947,22.65,expense,Waffle House #847 SNACK,Waffle House #847,Food & Dining,2023-01-23,False,0.0,
c6f44297-c125-426b-a09f-6d0e3b702cfe,fa4cd353-74d0-4f3a-9305-2f805e58d947,7.18,expense,RED LOBSTER #3847 COFFEE,RED LOBSTER #3847,Food & Dining,2023-01-23,False,0.0,
f5d0c5cb-22a1-415a-8c03-81faa1d65293,85e39c2a-17ed-4916-8c78-940a07a95da9,180.29,expense,FOOD LION #3847 GROCERY,FOOD LION #3847,Groceries,2023-01-24,False,0.0,
2b8020ac-a64a-46a1-b0c6-ffef275f0517,85e39c2a-17ed-4916-8c78-940a07a95da9,1653.5,expense,UNITED AIRLINES RESORT,UNITED AIRLINES,Travel,2023-01-24,False,0.0,
09d2bbb7-ebeb-4920-841b-7f0cdd726868,85e39c2a-17ed-4916-8c78-940a07a95da9,325.39,expense,Bed Bath&Beyond #3847 PICKUP,Bed Bath&Beyond #3847,Shopping,2023-01-24,False,0.0,
1ec24fbc-989e-4d41-bff2-a5d5fbac8406,85e39c2a-17ed-4916-8c78-940a07a95da9,229.85,expense,ADT SECURE HOME MONTHLY,ADT SECURE HOME,Utilities & Bills,2023-01-24,False,0.0,
05b2f9e6-f9a6-403f-add1-2b1feb50f797,85e39c2a-17ed-4916-8c78-940a07a95da9,79.85,expense,BBQ SMOKEHOUSE 42 DELIVERY,BBQ SMOKEHOUSE 42,Food & Dining,2023-01-24,True,0.588,unusual_merchant_pattern
176ca6f6-a111-4756-b155-761d0e6fd3bf,85e39c2a-17ed-4916-8c78-940a07a95da9,90.19,expense,BP CONNECT #384 PARKING,BP CONNECT #384,Transportation,2023-01-24,False,0.0,
5e3f63e8-5912-4920-81cb-3cadd9ad2fa5,85e39c2a-17ed-4916-8c78-940a07a95da9,30.03,expense,DUNKIN #88432 TAKEOUT,DUNKIN #88432,Food & Dining,2023-01-24,False,0.0,
9b224398-f55c-48e1-bede-f944c7d51b15,85e39c2a-17ed-4916-8c78-940a07a95da9,48.8,expense,TRADER JOE'S #47 PRODUCE,TRADER JOE'S #47,Groceries,2023-01-24,False,0.0,
8f4698fd-2fbf-4337-97e5-a40635a2ab58,5628f116-e4cc-4717-9878-da285211f425,173.53,expense,LABCORP #3847 PRESCRIPTION,LABCORP #3847,Healthcare,2023-01-25,False,0.0,
53e4a28c-8db0-4fc8-9dd0-e1fac886fb56,5628f116-e4cc-4717-9878-da285211f425,146.04,expense,TICKETMASTER*CONCERT EVENT,TICKETMASTER*CONCERT,Entertainment,2023-01-25,False,0.0,
7b12c288-29e5-4690-bfcb-0a8a2ab07390,5628f116-e4cc-4717-9878-da285211f425,90.26,expense,UBER TRIP TRANSIT,UBER TRIP,Transportation,2023-01-25,False,0.0,
795666c3-0925-473a-8292-8cfe6b2bfaa9,8e262dfd-e251-4319-8663-f6d54c76b70e,69.58,expense,DOORDASH DINNER,DOORDASH,Food & Dining,2023-01-26,False,0.0,
9c1cca93-221e-4722-b4f6-f518f2451c02,8e262dfd-e251-4319-8663-f6d54c76b70e,157.17,expense,DROPBOX PRO AUTO PAY,DROPBOX PRO,Utilities & Bills,2023-01-26,False,0.0,
eb5118a0-9a2d-4f93-b225-f098ea21145e,8e262dfd-e251-4319-8663-f6d54c76b70e,269.27,expense,HOME DEPOT #3847 MART,HOME DEPOT #3847,Shopping,2023-01-26,False,0.0,
f5cf0a2a-c813-49c9-8a01-3ad8fbadf1f7,8e262dfd-e251-4319-8663-f6d54c76b70e,343.34,expense,COURSERA CERT COURSE,COURSERA CERT,Education,2023-01-26,False,0.0,
1d3c2c0d-e57c-40a8-8af5-5365ae8200b6,8e262dfd-e251-4319-8663-f6d54c76b70e,192.7,expense,ADT SECURE HOME BILL PAY,ADT SECURE HOME,Utilities & Bills,2023-01-26,False,0.0,
2f28c659-73d9-4450-8faf-d5e178692490,cb94a036-ec68-4276-9893-fe2cf6e8564f,240.55,expense,WATER UTILITY CITY BILL PAY,WATER UTILITY CITY,Utilities & Bills,2023-01-27,False,0.0,
e0a2557d-0c30-4321-a888-c21b3c0fe6d4,cb94a036-ec68-4276-9893-fe2cf6e8564f,38.43,expense,SAFEWAY STORE #1847 TAKEOUT,SAFEWAY STORE #1847,Food & Dining,2023-01-27,False,0.0,
53a47956-1eb5-4bb9-8aa0-f766f518350a,cb94a036-ec68-4276-9893-fe2cf6e8564f,248.87,expense,PLANNED PARENTHOOD PHARMACY,PLANNED PARENTHOOD,Healthcare,2023-01-27,False,0.0,
3de48db4-eedc-4d13-9807-43dba731be0d,cb94a036-ec68-4276-9893-fe2cf6e8564f,117.04,expense,ADIDAS ONLINE MART,ADIDAS ONLINE,Shopping,2023-01-27,False,0.0,
1910c68c-6fb3-4bcb-a030-651a2e3cdcc4,85e39c2a-17ed-4916-8c78-940a07a95da9,6533.99,income,PAYROLL DIRECT DEP - PAYCHECK,PAYROLL DIRECT DEP,Salary/Income,2023-02-01,False,0.0,
486d1157-682c-43a9-9a6a-0d29d5a7ac2f,5628f116-e4cc-4717-9878-da285211f425,4058.13,income,PAYROLL DIRECT DEP - PAYROLL,PAYROLL DIRECT DEP,Salary/Income,2023-02-01,False,0.0,
86b9a8ce-bd1b-4c8b-93d2-9e36ff00c8db,fa4cd353-74d0-4f3a-9305-2f805e58d947,3852.7,income,PAYROLL DIRECT DEP - PAYROLL,ACH PAYROLL DEP,Salary/Income,2023-02-01,False,0.0,
654c28fd-43c0-481d-8e33-011173f1f7ca,cb94a036-ec68-4276-9893-fe2cf6e8564f,4037.25,income,PAYROLL DIRECT DEP - MONTHLY SALARY,PAYROLL DIRECT DEP,Salary/Income,2023-02-01,False,0.0,
f77abd95-fd24-4217-bcfc-a89ac0b5dbb7,8e262dfd-e251-4319-8663-f6d54c76b70e,5822.4,income,PAYROLL DIRECT DEP - PAYROLL,ACH PAYROLL DEP,Salary/Income,2023-02-01,False,0.0,
33f2614b-05e5-48cc-afcc-95d0f770ce5c,85e39c2a-17ed-4916-8c78-940a07a95da9,229.71,expense,PLANNED PARENTHOOD VISIT,PLANNED PARENTHOOD,Healthcare,2023-02-02,False,0.0,
ef942c66-bbd2-4af0-a25e-4872e4ae88ba,85e39c2a-17ed-4916-8c78-940a07a95da9,39.63,expense,MTA MetroCard RIDE SHARE,MTA MetroCard,Transportation,2023-02-02,False,0.0,
75545476-14a8-4846-8d01-dd3b79e915e0,85e39c2a-17ed-4916-8c78-940a07a95da9,129.12,expense,PG&E BILL PAY SUBSCRIPTION,PG&E BILL PAY,Utilities & Bills,2023-02-02,False,0.0,
3d02cfc2-cf84-42a3-b603-7513fc10d7b2,cb94a036-ec68-4276-9893-fe2cf6e8564f,291.91,expense,SAFEWAY STORE #1847 SUPERMARKET,SAFEWAY STORE #1847,Groceries,2023-02-03,False,0.0,
3452becb-37f6-476a-8fae-1a5e1bfb4eec,cb94a036-ec68-4276-9893-fe2cf6e8564f,1827.11,expense,EXPEDIA HOTELS FLIGHT,EXPEDIA HOTELS,Travel,2023-02-03,False,0.0,
c02f7781-e5c5-4024-b4eb-7b5fe46efcb5,cb94a036-ec68-4276-9893-fe2cf6e8564f,91.88,expense,CINEMARK #3847 SUBSCRIPTION,CINEMARK #3847,Entertainment,2023-02-03,True,0.5736,unusual_merchant_pattern
0b83ee24-8544-40e0-9798-434798ef61e8,cb94a036-ec68-4276-9893-fe2cf6e8564f,40.48,expense,SHELL OIL 47 GAS STATION,SHELL OIL 47,Transportation,2023-02-03,False,0.0,
672bcab1-9809-46d2-98f3-5b0f1c3a4d03,cb94a036-ec68-4276-9893-fe2cf6e8564f,253.16,expense,COSTCO WHSE #3847 MARKET,COSTCO WHSE #3847,Groceries,2023-02-03,False,0.0,
05836879-9771-4e83-a98c-40409f202a5e,cb94a036-ec68-4276-9893-fe2cf6e8564f,28.99,expense,HIMS/HERS HEALTH CLINIC,HIMS/HERS HEALTH,Healthcare,2023-02-03,False,0.0,
db30ee78-59d6-4062-a87c-e98b9a857e68,8e262dfd-e251-4319-8663-f6d54c76b70e,229.9,expense,RING HOME SEC BILL PAY,RING HOME SEC,Utilities & Bills,2023-02-04,False,0.0,
